-0.03, 0.61, 0.8, 0.28, 3.31, 0.11, 1.00648, 3.32364, 1.18667, 51.864, 36.8699
-0.01, 0.62, 0.78, 0.47, 0.36, 0.94, 0.996444, 1.1109, 1.186, 51.7253, 38.7394
-0.03, 0.62, 0.79, 1.95, 0.08, 0.88, 1.00469, 2.14086, 1.18567, 51.779, 37.8145
-0.03, 0.61, 0.79, 0.14, 1.13, 0.65, 0.998549, 1.31111, 1.185, 51.7847, 37.8145
-0.02, 0.61, 0.79, 0.63, 2.37, 0.64, 0.998299, 2.53444, 1.18533, 51.845, 37.8145
-0.01, 0.61, 0.79, 0.93, 0.61, 0.54, 0.998148, 1.23637, 1.184, 51.827, 37.8145
-0.02, 0.61, 0.79, 0.25, 0.41, 1.17, 0.998299, 1.26471, 1.18267, 51.8273, 37.8145
-0.02, 0.61, 0.79, 0.7, 1.56, 1.11, 0.998299, 2.03855, 1.18167, 51.85, 37.8145
-0.02, 0.62, 0.8, 0.27, 3.7, 0.13, 1.01232, 3.71212, 1.18133, 51.9177, 36.8699
-0.01, 0.62, 0.79, 0.57, 1.23, 0.07, 1.00429, 1.35746, 1.181, 50.623, 37.8145
-0, 626, 30.37, 16.2926, 65, 0, 626.736, 67.0108, 23.041, 45.3048, -nan(ind)
-0.35, 0.18, 0.04, 3.86, 134.48, 102.5, 0.395601, 169.133, 23.0217, 44.1881, 87.7076
0.39, 0.21, 0.55, 40.79, 205.21, 28.34, 0.706187, 211.135, 23.0363, 51.9138, 56.633
0.32, 0.02, 0.37, 1.63, 40.29, 0.65, 0.489592, 40.3282, 23.0073, 48.9278, 68.2844
0.79, 0.06, 0.73, 11.05, 89.74, 31.36, 1.07731, 95.7017, 23.0153, 50.9384, 43.1136
0.58, 0.04, 0.72, 38.83, 9.23, 23.77, 0.925419, 46.454, 23.0157, 52.7734, 43.9455
0.41, 0.13, 0.79, 9.94, 0.25, 6.59, 0.8995, 11.9287, 23.018, 52.6888, 37.8145
0.31, 0.21, 0.74, 6.8, 8.16, 4.36, 0.829337, 11.482, 23.0547, 52.5554, 42.2686
0.13, 0.01, 0.02, 16.43, 6.48, 0.41, 0.131909, 17.6664, 23.0423, 52.5194, 88.854
-0.14, 0.04, 0.35, 11.68, 9.64, 3.08, 0.379078, 15.4544, 23.0127, 51.8964, 69.5127
-0.45, 0.08, 0.89, 36.49, 2.82, 3.78, 1.0005, 36.7935, 23.008, 51.9418, 27.1268
-0.33, 0.33, 0.9, 26.32, 8.77, 6.64, 1.0138, 28.5262, 23.02, 49.2944, 25.8419
-0.34, 0.06, 0.8, 3.06, 65.16, 52.93, 0.871321, 84.0046, 23.0217, 48.2094, 36.8699
-0.14, 0.08, 0.93, 3.7, 96.74, 53.26, 0.943875, 110.494, 23.0517, 49.5804, 21.5652
0.11, 0.07, 0.07, 8.37, 103.88, 0.32, 0.147986, 104.217, 23.0353, 50.0931, 85.986
0.42, 0.11, 0.21, 2.34, 91.13, 3.72, 0.482286, 91.2359, 23.0123, 51.1331, 77.8776
0.52, 0.12, 0.79, 0.46, 65.26, 0.27, 0.953362, 65.2622, 23.0433, 53.3328, 37.8145
0.5, 0, 0, 0, 0, 0, 0.5, 0, 23.0123, 53.1501, 90
-0.02, 0.62, 0.8, 0.42, 1.14, 0.3, 1.01232, 1.2514, 23.0127, 53.1298, 36.8699
-0.01, 0.62, 0.78, 0.35, 2.31, 0.61, 0.996444, 2.41468, 23.0117, 53.1528, 38.7394
-0.02, 0.61, 0.8, 0.58, 1.75, 0.87, 1.00623, 2.03858, 23.0113, 53.1361, 36.8699
-0.01, 0.62, 0.78, 0.83, 0.51, 0.08, 0.996444, 0.977446, 23.0113, 53.1244, 38.7394
-0.02, 0.61, 0.79, 0.57, 2.88, 0.17, 0.998299, 2.94078, 23.0107, 53.1481, 37.8145
-0, 0.62, 0.79, 0.34, 2.33, 0.13, 1.00424, 2.35826, 23.01, 53.1774, 37.8145
-0, 0.63, 0.78, 0.66, 2.25, 0.06, 1.00265, 2.34557, 23.0097, 53.1551, 38.7394
0.01, 0.61, 0.78, 0.54, 2.21, 0.14, 0.990252, 2.27932, 23.0093, 53.1821, 38.7394
-0.01, 0.62, 0.79, 0.4, 1.22, 0.5, 1.00429, 1.37782, 23.0093, 53.1918, 37.8145
0, 0.62, 0.78, 0.82, 1.79, 0.89, 0.996393, 2.16069, 23.0087, 53.1961, 38.7394
0, 0.61, 0.78, 0.05, 0.14, 0.65, 0.990202, 0.666783, 23.007, 53.0874, 38.7394
-0.01, 0.62, 0.78, 0.47, 0.2, 0.08, 0.996444, 0.517011, 23.0067, 53.0501, 38.7394
0, 0.62, 0.78626, 30.37, 16.2926, 65, 1.0013, 73.5716, 1.17454, 54.0624, 38.1626
-0.35, 0.18, 0.04, 3.86, 134.48, 102.5, 0.395601, 169.133, 1.17454, 54.0624, 87.7076
0.39, 0.21, 0.55, 40.79, 205.21, 28.34, 0.706187, 211.135, 1.17454, 54.0624, 56.633
0.32, 0.02, 0.37, 1.63, 40.29, 0.65, 0.489592, 40.3282, 1.17454, 54.0624, 68.2844
0.79, 0.06, 0.73, 11.05, 89.74, 31.36, 1.07731, 95.7017, 1.17454, 54.0624, 43.1136
0.58, 0.04, 0.72, 38.83, 9.23, 23.77, 0.925419, 46.454, 1.17454, 54.0624, 43.9455
0.41, 0.13, 0.79, 9.94, 0.25, 6.59, 0.8995, 11.9287, 1.17454, 54.0624, 37.8145
0.31, 0.21, 0.74, 6.8, 8.16, 4.36, 0.829337, 11.482, 1.17454, 54.0624, 42.2686
0.13, 0.01, 0.02, 16.43, 6.48, 0.41, 0.131909, 17.6664, 1.17454, 54.0624, 88.854
-0.14, 0.04, 0.35, 11.68, 9.64, 3.08, 0.379078, 15.4544, 1.17454, 54.0624, 69.5127
-0.45, 0.08, 0.89, 36.49, 2.82, 3.78, 1.0005, 36.7935, 1.17454, 54.0624, 27.1268
-0.33, 0.33, 0.9, 26.32, 8.77, 6.64, 1.0138, 28.5262, 1.17454, 54.0624, 25.8419
-0.34, 0.06, 0.8, 3.06, 65.16, 52.93, 0.871321, 84.0046, 1.17454, 54.0624, 36.8699
-0.14, 0.08, 0.93, 3.7, 96.74, 53.26, 0.943875, 110.494, 1.17454, 54.0624, 21.5652
0.11, 0.07, 0.07, 8.37, 103.88, 0.32, 0.147986, 104.217, 1.17454, 54.0624, 85.986
0.42, 0.11, 0.21, 2.34, 91.13, 3.72, 0.482286, 91.2359, 1.17454, 54.0624, 77.8776
0.52, 0.12, 0.79, 0.46, 65.26, 0.27, 0.953362, 65.2622, 1.17454, 54.0624, 37.8145
0.5, 0, 0, 0, 0, 0, 0.5, 0, 1.17454, 54.0624, 90
0, 0.61, 0.78, 0.58, 3.39, 1.56, 0.990202, 3.77652, 1.17288, 54.1848, 38.7394
0.01, 0.62, 0.79, 0.43, 3.06, 1.34, 1.00429, 3.3681, 1.17321, 54.2368, 37.8145
0.01, 0.62, 0.79, 0.99, 0.89, 0.94, 1.00429, 1.62966, 1.17288, 54.2241, 37.8145
0.01, 0.63, 0.8, 0.79, 1.23, 0.34, 1.01833, 1.50087, 1.17388, 54.2554, 36.8699
0.01, 0.61, 0.78, 0.37, 1.56, 0.23, 0.990252, 1.61969, 1.17321, 54.2068, 38.7394
